0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.15251417,-0.38671905,1.3584484,0.4678927,-1.8818289,0.089097716,-0.4117874,0.36524132,-0.7813838,-0.119323514,0.43649694,-1.0564712,0.85193646,1.5888416,-1.3475219,3.3012123,0.70334446,-0.25096363,-0.6930979,-0.72061205,0.19081928,-0.98110455,0.34717166,-0.94399714,-0.53280467,0.6689639,0.40214795,-0.16076536,-0.17428826,-1.3772721,1.263584,-0.06274332
-0.1519483,-0.38734198,1.3604238,0.46833587,-1.8810573,0.088784486,-0.41189623,0.36407882,-0.78214675,-0.12060474,0.43765214,-1.0556554,0.85155416,1.5884647,-1.3478563,3.300591,0.7032552,-0.24940602,-0.6920489,-0.7220482,0.1902701,-0.9808318,0.34747052,-0.9435384,-0.53351945,0.66939336,0.4029457,-0.16059794,-0.17443499,-1.3776113,1.2637954,-0.06447068
-0.15257059,-0.38666335,1.3582582,0.46788302,-1.8818966,0.089087166,-0.41178763,0.36537942,-0.7812421,-0.1191902,0.43640804,-1.0565631,0.85199994,1.5888346,-1.3475478,3.301272,0.70334715,-0.2511248,-0.6932369,-0.7204652,0.19089068,-0.981117,0.34713092,-0.9440866,-0.5327268,0.6689339,0.40209696,-0.16079172,-0.17432456,-1.3771888,1.2635845,-0.06258321
-0.15260153,-0.38661805,1.3581636,0.46785182,-1.881927,0.089095235,-0.41178897,0.3654379,-0.78119767,-0.11911545,0.436354,-1.0566081,0.8520038,1.5888625,-1.3475279,3.301309,0.7033454,-0.25123155,-0.6932831,-0.72039145,0.19092566,-0.98114884,0.34712276,-0.9441204,-0.5326947,0.66892827,0.40206373,-0.16081128,-0.17432354,-1.3771569,1.2635523,-0.062470168
-0.15099268,-0.38823116,1.3631492,0.46897987,-1.8800792,0.08849873,-0.41196302,0.36240557,-0.78344876,-0.122522,0.4391412,-1.0543648,0.8510816,1.5880269,-1.3482523,3.2996418,0.7031663,-0.2469471,-0.6904902,-0.72409713,0.18933725,-0.98037404,0.3478799,-0.9426984,-0.53458804,0.6697807,0.40395245,-0.16028573,-0.17459117,-1.3783051,1.2642566,-0.06706694
-0.15088025,-0.38712734,1.3616186,0.4688858,-1.8800516,0.087676585,-0.4125415,0.3636117,-0.7805849,-0.12138033,0.43908098,-1.0548186,0.8511822,1.5876691,-1.3490409,3.300437,0.70260036,-0.24907663,-0.69131714,-0.7229705,0.18973234,-0.9810238,0.34737247,-0.9449674,-0.5341259,0.670305,0.4043423,-0.16089697,-0.17588456,-1.3767751,1.2641203,-0.06517117
-0.14704584,-0.39124158,1.3743638,0.47152832,-1.8754518,0.086819306,-0.41272095,0.35581827,-0.7873256,-0.12999645,0.44579154,-1.0491506,0.8487358,1.5858613,-1.3503953,3.2961202,0.7023493,-0.23800634,-0.68402797,-0.7323749,0.18574832,-0.9790728,0.34929684,-0.9405991,-0.5389953,0.67215556,0.40865517,-0.15937041,-0.17602734,-1.3801025,1.2656326,-0.07697098
-0.052107483,-0.56964445,1.7743268,0.6477652,-1.6419995,-0.048860103,-0.4093335,0.089379646,-0.7996644,-0.37562183,0.71152294,-0.9525622,0.77082115,1.260032,-1.4993385,3.041671,0.8084699,0.20539553,-0.5303114,-1.0924478,0.086132325,-0.8589982,0.31215298,-0.78719544,-0.571846,0.7176127,0.5828579,-0.009084788,-0.10975255,-1.4665072,1.3507804,-0.58364564
-0.15251417,-0.38671905,1.3584484,0.4678927,-1.8818289,0.089097716,-0.4117874,0.36524132,-0.7813838,-0.119323514,0.43649694,-1.0564712,0.85193646,1.5888416,-1.3475219,3.3012123,0.70334446,-0.25096363,-0.6930979,-0.72061205,0.19081928,-0.98110455,0.34717166,-0.94399714,-0.53280467,0.6689639,0.40214795,-0.16076536,-0.17428826,-1.3772721,1.263584,-0.06274332
-0.15227178,-0.3869843,1.359327,0.46808058,-1.8814667,0.088941656,-0.41184574,0.36472118,-0.78169787,-0.119870335,0.4370254,-1.0561275,0.8517437,1.5886623,-1.347662,3.3009396,0.7033144,-0.25030637,-0.69263667,-0.7212537,0.19058664,-0.980992,0.34729794,-0.94380903,-0.5331086,0.6691756,0.4025147,-0.16071014,-0.17435241,-1.377407,1.2636633,-0.0634922
0.019710409,-0.7070982,2.0170197,0.8155896,-1.3981024,-0.15980433,-0.38603872,-0.1139468,-0.6892413,-0.55644053,0.93933785,-0.9107048,0.70717734,0.8368088,-1.6257858,2.735134,0.89455277,0.59322464,-0.4165698,-1.3337785,-0.03551433,-0.70345956,0.23358886,-0.65331453,-0.51769936,0.6848012,0.7379929,0.16061695,-0.039006744,-1.5000762,1.3665737,-0.9955474
-0.15152837,-0.38763353,1.3613038,0.4685608,-1.8807801,0.08868949,-0.41190985,0.36351088,-0.782621,-0.12131631,0.43809146,-1.0551447,0.8514359,1.5883598,-1.347956,3.300237,0.703234,-0.2484775,-0.6914988,-0.72274584,0.1899001,-0.9806877,0.34763783,-0.94324297,-0.53391325,0.66944903,0.40326503,-0.16047177,-0.1744984,-1.3779037,1.2640281,-0.06537325
-0.15102302,-0.38778716,1.3624506,0.4688279,-1.8801311,0.08835716,-0.41215298,0.36288372,-0.7824731,-0.1220393,0.43901265,-1.0546051,0.8510661,1.5880132,-1.3483872,3.3000147,0.7029621,-0.24784155,-0.6907622,-0.7235857,0.189495,-0.98066163,0.347691,-0.9434817,-0.53435266,0.6699357,0.40396646,-0.16051097,-0.17496127,-1.3778378,1.2641233,-0.06620526
-0.14959387,-0.3892104,1.3668687,0.46989396,-1.8785232,0.08780568,-0.41227946,0.36023763,-0.78452605,-0.12502617,0.44141176,-1.0526175,0.8502997,1.5872654,-1.3490459,3.2984688,0.70289314,-0.24396352,-0.688349,-0.7268622,0.18812227,-0.9799614,0.34833592,-0.94214475,-0.5360655,0.6706027,0.4055768,-0.16001588,-0.1751883,-1.3788415,1.264773,-0.07034053
